"manufacturer","Manufacturer Part #","Product Name","Product Description","Click-Out URL","Price","Category: Other Format","Category: NexTag Numeric ID","Image URL","Ground Shipping","Stock Status","Product Condition","Marketing Message","Weight","Cost-per-Click","UPC","Distributor ID","MUZE ID","ISBN"
"Easton","0508045PART","Easton EA90 Aero Road Racing Wheelset","Easton EA90 Aero Road Racing Wheels are light and rigid.  The R4 hub has sealed Precision Cartridge bearings with Hybrid seals.  Tool free preload adjustment.  New 7050 Alloy cassette hub body can easily be switched to be compatible with a Sram, Shimano o","http://www.bicyclebuys.com/item/0508045PART/nt",639.95,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508045PART.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Campagnolo","1001028","Campagnolo Super Record 11 Speed Carbon Rear Derailleur","Campagnolo Super Record 11 Speed Carbon Rear Derailleur. Campagnolo Super Record 11 shift quality is defined by its low-effort crispness. While most of the shifting magic is built into the Super Record 11 Ergopower levers, the Ultra Shift design of the Su","http://www.bicyclebuys.com/item/1001028/nt",354.99,"Bicycles > Rear Derailleur > Rear Derailleur","","http://www.bicyclebuys.com/productimages/1001028.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Look","0486689PART","Look Keo Classic Clipless Pedal","Look Keo Classic Clipless Pedal.  New features include two In-Line bearings and Chromoly axle. The pedal is made up from injected Polyamid, this material enables the pedal to be both very light, and also very stiff. Total weight for each pedal is 140g wit","http://www.bicyclebuys.com/item/0486689PART/nt",99.99,"Bicycles > Clipless Pedals > Road Clipless Pedals","","http://www.bicyclebuys.com/productimages/0486689PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Kurt Kinetic","0123025-AST","Kurt Kinetic Pro (Heavyweight) Flywheel Fluid Trainer w/Sigma 1609L Ca","The Kurt Kinetic Heavyweight Dual Flywheel is the most versatile trainer in the industry. It comes with an attached 6 lb. flywheel AND an additional 12 lb. flywheel. The 12 lb. flywheel can be combined with the 6 lb. wheel for 18 lbs. of massively smooth ","http://www.bicyclebuys.com/item/0123025-AST/nt",419.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0123024-AST.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Shimano","1011008","Shimano Dura Ace 7900 Shifters","The Shimano Dura Ace 7900 Shifters have been completely redesigned. The brake levers are constructed of carbon and the shift cables are hidden beneath the handlebar tape with no loss of performance. Feel it - test it - shift it.","http://www.bicyclebuys.com/item/1011008/nt",649.99,"Bicycles > Shifter/Levers > Road Shifters","","http://www.bicyclebuys.com/productimages/1011008.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Shimano","1011009","Shimano Dura-Ace 7900 Road Group Build Kit","The legend of Dura-Ace once again sets the industry standard. Created by definitive Shimano engineering and the latest technology, the new 7900 series Dura-Ace mechanical road group provides the ideal synergy of lightweight, durability and overall perform","http://www.bicyclebuys.com/item/1011009/nt",1849.95,"Bicycles > Road Groups > Road Groups","","http://www.bicyclebuys.com/productimages/1011009.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Shimano","1011001","Shimano Dura-Ace RD-7900 10-Speed Rear Derailleur","The Shimano Dura-Ace RD-7900 10-Speed Rear Derailleur with lightweight carbon cage and wide link design gives quick accurate shifts, and unmatched drivetrain efficiency.","http://www.bicyclebuys.com/item/1011001/nt",229.99,"Bicycles > Rear Derailleur > Rear Derailleur","","http://www.bicyclebuys.com/productimages/1011001PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Shimano","1011003","Shimano Dura-Ace 7900 Brakeset","The Shimano Dura-Ace 78900 Brakeset features new durable, compound shoes for much better performance in wet conditions and 20% more stopping power in dry conditions.","http://www.bicyclebuys.com/item/1011003/nt",399.99,"Bicycles > Brakes > Brakes-Standard","","http://www.bicyclebuys.com/productimages/1011003.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Easton","1630592","Easton Attack TT Adjustable One-Piece Aero/Base Bar","Stiff, light and now adjustable, the Easton Attack TT Adjustable One-Piece Aero/Base Bar is the ultimate in triathlon/time trial handlebars. Its carbon-monocoque design delivers excellent stiffness, shock absorption and superior aerodynamics so you can fi","http://www.bicyclebuys.com/item/1630592/nt",549.99,"Bicycles > Handlebars > Aero Bars","","http://www.bicyclebuys.com/productimages/1630592.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Giro","GIPL1PART","Giro Prolight Helmet","Giro Prolight Road Helmet is Super Lightweight and extremely well ventilated. Optimized internal channels allows the helmet to exhale hot, stale air. Using Italian made, featherweight webbing along with a minimal Roc Loc SL fit system, You won't even know","http://www.bicyclebuys.com/item/GIPL1PART/nt",139.99,"Bicycles > Helmets > Road Helmets","","http://www.bicyclebuys.com/productimages/GIPL0PART.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Giro","GIIO0PART","Giro Ionos Helmet '10","The Giro Ionos Road Cycling Helmet is the most ventilated and technologically advanced road cycling helmet Giro has ever created. Their proprietary in-mold composite sub-frame (I.C.S.™) provides the strength to support 21 of the largest vents ever carved ","http://www.bicyclebuys.com/item/GIIO0PART/nt",160,"Bicycles > Helmets > Road Helmets","","http://www.bicyclebuys.com/productimages/GIIO0PART.jpg","0.00","Yes","New","Discontinued Item Free Shipping","",.45,"","","",""
"Cannondale","0721204","Cannondale Slice Balaclava","Cannondale Slice Balaclava features Arctic Barrier fabric, which uses weatherproof soft-shell technology with remarkable stretch and insulation for greater rider comfort. Snug fit for optimum performance under a helmet, provides generous head and neck cov","http://www.bicyclebuys.com/item/0721204/nt",34.99,"Bicycles > Winter Clothing Accessories > Winter Clothing / Accessories","","http://www.bicyclebuys.com/productimages/0721204.jpg","","Yes","New","","",.45,"","","",""
"Kurt Kinetic","0123009","Kurt Kinetic Rock N Roll Road Machine Indoor Trainer","Kurt Kinetic Rock N Roll  moves and grooves with the rider, simulating a natural side-to side action. The Rock 'n Roll Trainer simultaneously allows a rider to work on their cycling technique and power, and is particularly effective in replicating out-of-","http://www.bicyclebuys.com/item/0123009/nt",499.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0123009.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Kurt Kinetic","0123008","Kurt Kinetic Riser Ring","When training indoors, leveling out the bike is a great idea. Use the Kinetics King Ring. Adjustable to four heights to simulate flat roads on almost any bike. Sits easily under most front tires for a stable ride, no matter how hard or long the workout.","http://www.bicyclebuys.com/item/0123008/nt",19.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0123008.jpg","","Yes","New","","",.45,"","","",""
"Spinergy","0509334PART","Spinergy Stealth Carbon PBO Wheelset","Spinergy Stealth Gloss Carbon PBO Wheelset.  Advanced PBO fiber spokes (black or yellow) - 16 front/20 rear,  All black unidirectional thermoset composite carbon construction Compact Force 10 hub, utilizes 10 driving spokes for greater torsional stiffness","http://www.bicyclebuys.com/item/0509334PART/nt",799.95,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0509334PART.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Continental","0601508PART","Continental Grand Prix 4000 700C Folding Tire","Continental Grand Prix 4000 700C Folding Tire. The successor to the highly popular Grand Prix 3000, 20% less rolling resistance, more lightweight, stronger puncture protection and higher mileage. The Black color tire come with Black Chili, a compound whic","http://www.bicyclebuys.com/item/0601508PART/nt",53.5415,"Bicycles > Road Tires > Road Tires","","http://www.bicyclebuys.com/productimages/0601508PART.jpg","0.00","Yes","New","Month's Special Free Shipping","",.45,"","","",""
"Cycleops","0129988","Cycleops Magneto Indoor Trainer","The Cycleops Magneto is a progressive resistance. With progressive resistance the resistance level automatically increases or decreases depending on the speed.  Training video included.","http://www.bicyclebuys.com/item/0129988/nt",251.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0129988.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Cannondale","0760056PART","Cannondale Race Winter Sock","Cannondale Race Winter Sock features a Natural antimicrobial foot bed that combats odors using QuadteX carbon yarns from Cocona. Constructed from soft, comfortable, moisture-wicking micro-nylon. Built-in arch support with Left and right sock design that u","http://www.bicyclebuys.com/item/0760056PART/nt",17.99,"Bicycles > Socks > Cycling Socks","","http://www.bicyclebuys.com/productimages/0760056PART.jpg","","Yes","New","","",.45,"","","",""
"Louis Garneau","0701300PART","Louis Garneau Elite Gloves","Louis Garneau Elite Gloves are the choice of many pro-level racers and discerning cyclists everywhere. Perforated palm with gel padding keeps your nerves happy and cool, while the silicone ring finger-pulls make removal a breeze. Microfiber thumb with int","http://www.bicyclebuys.com/item/0701300PART/nt",32.99,"Bicycles > Gloves > Cycling Gloves","","http://www.bicyclebuys.com/productimages/0701300PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","1630639PART","Cannondale D3 Lock-On Grips","Cannondale D3 Lock-On Grips. Standard issue for Cannondale's race-proven Factory Team chassis', the D3 grip allows the rider both comfort and unmatched control. Color matched for most Cannondale framesets.","http://www.bicyclebuys.com/item/1630639PART/nt",29.99,"Bicycles > Handlebar Tape/Grips > Handlebar Tape / Grips","","http://www.bicyclebuys.com/productimages/1630639PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","1600009PART","Cannondale Synapse Handlebar Tape","Cannondale Synapse Handlebar Tape. What better way to finish your prized road bike than with genuine Cannondale bar wrap? Available in a variety of colors (cunning riders will be able to mimic the liquigas color scheme) and 2.5 or 3.5mm thickness. Bar plu","http://www.bicyclebuys.com/item/1600009PART/nt",14.99,"Bicycles > Handlebar Tape/Grips > Handlebar Tape / Grips","","http://www.bicyclebuys.com/productimages/1600009PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0721202PART","Cannondale Slice Full Finger Glove","Cannondale Slice Full Finger Glove is the most popular inclement weather glove in the Cannondale range. Windproof and weatherproof Arctic Barrier fabric uses a soft shell technology that allows the same coverage while providing a large range of stretch. S","http://www.bicyclebuys.com/item/0721202PART/nt",34.99,"Bicycles > Gloves > Cycling Gloves","","http://www.bicyclebuys.com/productimages/0721202PART.jpg","","Yes","New","","",.45,"","","",""
"Shimano","1428884PART","Shimano 105 BR-5700 Road Brake Shoe Set","The Shimano 105 BR-5700 Road Brake Shoe Set features the R55C3.  Great for wet and dry conditions alike.","http://www.bicyclebuys.com/item/1428884PART/nt",11.99,"Bicycles > Brakes > Brakes-Standard","","http://www.bicyclebuys.com/productimages/1428884PART.jpg","","Yes","New","","",.45,"","","",""
"Mavic","0603112PART","Mavic Yksion Griplink 700x23c Road Tire","The Mavic Yksion GripLink road tire has been designed for superior performance in use with Mavic R-Sys, Cosmic and Ksyrium clincher wheel-tyre systems. Associated to Yskion PowerLink on the rear, you get a safe, responsive and durable wheel-tyre set.","http://www.bicyclebuys.com/item/0603112PART/nt",59.99,"Bicycles > Road Tires > Road Tires","","http://www.bicyclebuys.com/productimages/0603112PART.jpg","","Yes","New","","",.45,"","","",""
"Cycleops","0129964","Cycleops Mag +Plus Indoor Trainer - Cycleops Trainer","Cycleops Magnetic Plus Trainer provides adjustable resistance while you are training without getting off the bike.  The integrated unit provides 5 tension setting adjustments.","http://www.bicyclebuys.com/item/0129964/nt",188.99,"Bicycles > Indoor Trainers > Indoor Trainers","","http://www.bicyclebuys.com/productimages/0129964-1.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Shimano","1010100","Shimano Tiagra ST-4501 9sp Double Shifter/Levers","Shimano Tiagra ST-4501 9sp Double Shifter/Levers.  Anotomically correct, efficent replacement shifter/levers for your trusty 9 speed bike.","http://www.bicyclebuys.com/item/1010100/nt",239.99,"Bicycles > Shifter/Levers > Road Shifters","","http://www.bicyclebuys.com/productimages/1010100.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Louis Garneau","LGCAHRS2PART","Louis Garneau Carbon HRS-2 Road Cycling Shoe","Louis Garneau Carbon HRS-2 Road Cycling Shoe. Culminations of years of research, development, and race testing have led us to the newly redesigned HRS-2. Louis' engineers have determined the simplest way to incorporate the qualities of a well-ventilated s","http://www.bicyclebuys.com/item/LGCAHRS2PART/nt",194.99,"Bicycles > Shoes > Road Shoes","","http://www.bicyclebuys.com/productimages/LGCAHRS2PART.jpg","","Yes","New","Intro Price ","",.45,"","","",""
"Easton","1630001PART","Easton EA50 Stem '12","Easton EA50 Stem. Completely redesigned for 2012, The new EA50 Stem combines Easton's legendary toughness with the light weight that you'd expect from a premium-quality component. New front plate covers more surface area of the bar than before, easing the","http://www.bicyclebuys.com/item/1630001PART/nt",29.7415,"Bicycles > Stems > Stems","","http://www.bicyclebuys.com/productimages/1630001PART.jpg","","Yes","New","","",.45,"","","",""
"Time","0414436PART","Time iClic2 Racer Carboflex Road Clipless Pedal","Time iClic2 Racer Carboflex Road Clipless Pedal. Great way to get into the same super-premium Time iClic pedal system without spending super-premium bucks, the iClic2 Racer series is almost identical to the top-of-the-range Titan, except for it's solid st","http://www.bicyclebuys.com/item/0414436PART/nt",139.99,"Bicycles > Clipless Pedals > Road Clipless Pedals","","http://www.bicyclebuys.com/productimages/0414436PART.jpg","","Yes","New","","",.45,"","","",""
"Louis Garneau","0701001PART","Louis Garneau Corsa Bib Short","Louis Garneau Corsa Bib Short. Long a favorite for many of the cycling elite, the Corsa bib short from Louis Garneau provides the support and performance you need to go wherever the road may take you. Features like the Carbon-X Mesh upper, flatlocked seam","http://www.bicyclebuys.com/item/0701001PART/nt",209.99,"Bicycles > Bib (short & tight) > Bibs (short & tight)","","http://www.bicyclebuys.com/productimages/0701001PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Easton","0509351PART","Easton EA70 XC Disc 29 Black Wheelset","The EA70 XC wheelset is available in both 26” and 29” sizes. This wheelset surely delivers minimal weight, durability, and solid performance at a fraction of the cost compared to many expensive wheelset that are similarly equipped. Features an enhanced ri","http://www.bicyclebuys.com/item/0509351PART/nt",399.4575,"Bicycles > Mountain Wheels > Mountain Wheels","","http://www.bicyclebuys.com/productimages/0509351PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Shimano","1736320","Shimano TL-UN74-S Bottom Bracket Removal Tool","Shimano TL-UN74-S Bottom Bracket Removal Tool. Designed by Shimano to specifically handle their cartridge bottom bracket systems, unmatched bite in the splines helps aid in the prevention of stripping. Oversized to surround 22mm spindles.","http://www.bicyclebuys.com/item/1736320/nt",19.99,"Bicycles > Tools > Bottom Brackets","","http://www.bicyclebuys.com/productimages/1736320.jpg","","Yes","New","","",.45,"","","",""
"Giro","GIPRIPART","Giro Privateer MTB Cycling Shoe","Giro Privateer MTB Cycling Shoe. One of the great features of the Privateer is it's Zytel outsole. Just about as stiff as any high-dollar carbon composite sole, the DuPont team have specially formulated the materials in this shoe to be all the things you ","http://www.bicyclebuys.com/item/GIPRIPART/nt",139.99,"Bicycles > Shoes > Mountain Shoes","","http://www.bicyclebuys.com/productimages/GIPRIPART.jpg","","Yes","New","","",.45,"","","",""
"Giro","GICARPART","Giro Carbide MTB Cycling Shoe","Giro Carbide MTB Cycling Shoe is the perfect first step (or pedal) on your adventure into the realm of clipless cycling. The Carbide has many of the same features as high-dollar race shoes at a fraction of the cost. Aegis' anti-microbial treated footbed w","http://www.bicyclebuys.com/item/GICARPART/nt",79.99,"Bicycles > Shoes > Mountain Shoes","","http://www.bicyclebuys.com/productimages/GICARPART.jpg","","Yes","New","","",.45,"","","",""
"Garmin","0130025","Garmin Edge 500 Bundle Cadence & Heartrate Universal Size Blue/Silver","Garmin Edge 500 Bundle Cadence & Heartrate. Sharpen your cycling performance with Edge 500, a lightweight GPS-based cycling computer for performance-driven cyclists. Loaded with data, Edge 500 tracks your distance, speed, location and elevation with high ","http://www.bicyclebuys.com/item/0130025/nt",349.99,"Bicycles > Heart Rate Monitors > Heart Rate Monitors","","http://www.bicyclebuys.com/productimages/0130025.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Blackburn","0100112PART","Blackburn Air Tower 2 Floor Pump","Blackburn Air Tower 2 Floor Pump is the perfect home shop tool for any cyclist. Enough pressure to send your road tires way past the 120psi mark and enough volume to satisfy your ATB or Hybrid tires.","http://www.bicyclebuys.com/item/0100112PART/nt",34.99,"Bicycles > Pumps > Floor Pumps","","http://www.bicyclebuys.com/productimages/0100112PART.jpg","","Yes","New","","",.45,"","","",""
"Giro","GIRO2PART","Giro Rodeo Helmet '12","The Giro Rodeo Youth Helmet has easy-to-use features such as a dial head restraint mechanism for a custom fit.  Colorful characters that kids can grow with and parents prefer. Smoothed shape for easy transport in child seats and strollers too.","http://www.bicyclebuys.com/item/GIRO2PART/nt",29.99,"Bicycles > Helmets > Kids / Youth Helmets","","http://www.bicyclebuys.com/productimages/GIRO2PART.jpg","","Yes","New","","",.45,"","","",""
"Pearl Izumi","0740413PART","Pearl Izumi Attack Short","Pearl Izumi Attack Short. Using Pearl's propietary Select Transfer fabric, the Attack 8 panel short is designed to keep you dry, comfortable and supported no matter where the road takes you.","http://www.bicyclebuys.com/item/0740413PART/nt",69.99,"Bicycles > Shorts > Cycle Shorts","","http://www.bicyclebuys.com/productimages/0740413PART.jpg","","Yes","New","","",.45,"","","",""
"Louis Garneau","0701301PART","Louis Garneau Women's Elite Gloves","Louis Garneau Women's Elite Gloves are the choice of many pro-level racers and discerning cyclists everywhere. Perforated palm with gel padding keeps your nerves happy and cool, while the silicone ring finger-pulls make removal a breeze. Microfiber thumb ","http://www.bicyclebuys.com/item/0701301PART/nt",32.99,"Bicycles > Gloves > Cycling Gloves","","http://www.bicyclebuys.com/productimages/0701301PART.jpg","","Yes","New","","",.45,"","","",""
"Sunlite","0930633","Sunlite Cloud 9 Gel Sofa Saddle","Sunlite Cloud 9 Gel Sofa Saddle. Living up to it's name, the Gel Sofa is a wonderful blend of ergonomic performance and comfort. Anatomic cutout protects against swelling and pinching.","http://www.bicyclebuys.com/item/0930633/nt",24.99,"Bicycles > Seats > Comfort / Cruiser Seats","","http://www.bicyclebuys.com/productimages/0930633.jpg","","Yes","New","","",.45,"","","",""
"Sunlite","0977801","Sunlite Trainer Push Bar","Sunlite Trainer Push Bar. The best way to give your child the confidence and control to master bicycle riding… assures parents a new level of ease and effectiveness in teaching their children how to ride a bicycle. Its durable design, easy assembly, and u","http://www.bicyclebuys.com/item/0977801/nt",24.99,"Bicycles > Accessory > Kid's Accessories","","http://www.bicyclebuys.com/productimages/0977801.jpg","","Yes","New","","",.45,"","","",""
"Diamond Back","DBMVI16R2","DiamondBack Mini Viper 16 Red","DiamondBack Mini Viper 16 Red. BMX bikes aren't just for big kids anymore. The Diamondback Mini Viper is the perfect way to get your little one on the road (albeit dirt) to BMX glory. And, just in case your tyke needs some help staying upright, the Mini V","http://www.bicyclebuys.com/item/DBMVI16R2/nt",139.99,"Bicycles > Bicycles > Children's Bikes- 16""-24""","","http://www.bicyclebuys.com/productimages/DBMVI16R2.jpg","","Yes","New","","",.45,"","","",""
"Mavic","0791408","Mavic Winter Underhelmet Cap","Mavic Winter Underhelmet Cap. A underhelmet cap with Tech Dry ST to protect your head and ears from cold and wind. Highly water resistant. The moisture wicking terry band adds to comfort.","http://www.bicyclebuys.com/item/0791408/nt",24.99,"Bicycles > Hats > Cycle Hats/Caps","","http://www.bicyclebuys.com/productimages/0791408.jpg","","Yes","New","","",.45,"","","",""
"Louis Garneau","0790583PART","Louis Garneau Massimo Airgel Bib Tight","Louis Garneau Massimo Airgel Bib Tight will keep you warm for sure.  The Bib Tights have Light WindDry 2 panels to shield you from the cold and a brushed interior to retain warmth. Airgel chamois provides superior comfort with ventilated gel inserts.","http://www.bicyclebuys.com/item/0790583PART/nt",169.99,"Bicycles > Bib (short & tight) > Bib Tights","","http://www.bicyclebuys.com/productimages/0790583PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0151123","Cannondale IQ400 Wireless w/Cadence Cycle Computer","Cannondale IQ400 Cycle Computer has touch screen technology.   It is  Double Wireless with Cadence.  18 Function Touch bicycle computer with an easy to read screen.  Easy mounting without the hassle of wires.  The low profile design will mount to either a","http://www.bicyclebuys.com/item/0151123/nt",69.99,"Bicycles > Cycle Computers > Cycle Computers","","http://www.bicyclebuys.com/productimages/0151123.jpg","","Yes","New","","",.45,"","","",""
"Zefal","1700008","Zefal Profil Max FP70 Floor Pump","Zefal Profil Max FP70 Floor Pump has an Extra wide gauge easy to read. Extra long hose and Z-Flip head system with aluminium lever. Ergonomic dual material comfort handle. Exceptional stability with its wide aluminum base.","http://www.bicyclebuys.com/item/1700008/nt",69.99,"Bicycles > Pumps > Floor Pumps","","http://www.bicyclebuys.com/productimages/1700008.jpg","","Yes","New","","",.45,"","","",""
"Easton","0508057PART","Easton EC90 SL Carbon Clincher Wheelset","Easton EC90 SL's are known as the best all-around race wheelset. It offers the very best braking performance in carbon rims with the help of Easton’s exclusive ThermaTec brake track treatment.<","http://www.bicyclebuys.com/item/0508057PART/nt",1699.95,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508057PART.jpg","0.00","Yes","New","Limited Time Free Shipping","",.45,"","","",""
"Cannondale","0700070","Cannondale Toe Covers","Cannondale Toe Covers are easily slipped over your cycling shoes for instant insulation against the elements. Windproof, waterproof and designed primarily for fall use, these toe covers are a great to take along, just in case.","http://www.bicyclebuys.com/item/0700070/nt",14.99,"Bicycles > Winter Clothing Accessories > Winter Clothing / Accessories","","http://www.bicyclebuys.com/productimages/0700070.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0760052PART","Cannondale Wool Lite Sock","Cannondale Wool Lite Sock. Wool offers warmth and incredible moisture-wicking performance. The Mid-height cuff of the Wool Lite is perfect for multi-purpose outdoor sports use. Cushioned foot bed with built-in arch support. Reinforced toe and heel for dur","http://www.bicyclebuys.com/item/0760052PART/nt",15.99,"Bicycles > Socks > Cycling Socks","","http://www.bicyclebuys.com/productimages/0760052PART.jpg","","Yes","New","","",.45,"","","",""
"Park","1736245","Park TS-2.2 Professional Wheel Truing Stand","Park TS-2.2 Professional Wheel Truing Stand.  The world’s most popular wheel truing stand and the standard of the industry for 35 years is now, more than ever, the stand to choose for daily shop use. The new TS-2.2 combines time-tested functions from the ","http://www.bicyclebuys.com/item/1736245/nt",219.95,"Bicycles > Tools > Bicycle Repair Stands","","http://www.bicyclebuys.com/productimages/1736245.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Mavic","0508022SET","Mavic Speedcity 700c Urban Wheelset 700c Wheelset","Mavic Speedcity is for fast and fun cycling in the city environment, an asphalt booster and the secret weapon for winter trainers.  Gray CD anodized Maxtal SUP™ welded rim, 700 Ø , Fore™ drilling, hole Ø : 6.5 mm.","http://www.bicyclebuys.com/item/0508022SET/nt",449.99,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508022PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Continental","0601509","Continental Grand Prix Supersonic 700x20 Tire","Continental Grand Prix Supersonic 700x20 Tire is an extremely lightweight tire offers exceptionally low rolling resistance that rivals that of tubulars. Designed to allow unusually high inflation pressures, the distinctive black sidewall and anthracite tr","http://www.bicyclebuys.com/item/0601509/nt",53.5415,"Bicycles > Road Tires > Road Tires","","http://www.bicyclebuys.com/productimages/0601509.gif","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Bontrager","0509242","Bontrager Race Disc Wheelset Black 26 Black","MADE IN THE USA. Super light XC racing wheels designed to work with disc brake systems. Super light and super strong: can be used for cross country or trail riding. Rims use ASYM (asymetrical rim) design technology for less dish in both front and rear whe","http://www.bicyclebuys.com/item/0509242/nt",249.99,"Bicycles > Mountain Wheels > Mountain Wheels","","http://www.bicyclebuys.com/productimages/0509242.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Thomson","1608904PART","Thomson Stem Road X2","Thomson X2 Road Stem allows you to realize the benefits of stiffer forks and stiffer 31.8 bars. It offers precise steering, tracking, and more control while riding, all wrapped up in a beautiful design.","http://www.bicyclebuys.com/item/1608904PART/nt",89.99,"Bicycles > Stems > Stems","","http://www.bicyclebuys.com/productimages/1608904PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Shimano","0509233","Shimano Deore XT w/Bontrager Mustang Rims Wheelsets Black","Shimano Deore XT M751 Hubs with Bontrager Mustang Tubeless welded rims.  Black Rims, Machined sidewalls (Extra tall 13mm walls for easy brake setup). 3 cavity cross section design.Double butted Stainless Steel Wheelsmith spokes.","http://www.bicyclebuys.com/item/0509233/nt",199.99,"Bicycles > Mountain Wheels > Mountain Wheels","","http://www.bicyclebuys.com/productimages/0509245.gif","","Yes","New","","",.45,"","","",""
"Polar Electro USA","0100072","Polar RS100 Heart Rate Monitor (Black)","Polar RS100 Heart Rate Monitor is ideal if running is what you do to stay in shape, the RS100 will give you valuable feedback that can help improve your fitness or lose those last few pounds. It combines all the heart rate features you need with the stopw","http://www.bicyclebuys.com/item/0100072/nt",99.95,"Bicycles > Heart Rate Monitors > Heart Rate Monitors","","http://www.bicyclebuys.com/productimages/0100072.jpg","0.00","Yes","New","Free Shipping","",.50,"","","",""
"Mavic","0508041PART","Mavic Ksyrium Elite Wheelset '10","Mavic Ksyrium Elite Wheels are inspired by the Ksyrium ES. This wheelset gets a new rear hub for more stiffness and a front rim with lower inertia for easy handling. Ksyrium ES's exceptional features are now available on the Ksyrium Elite : low 22 mm fron","http://www.bicyclebuys.com/item/0508041PART/nt",549.95,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508041PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Campagnolo","0509413PART","Campagnolo Zonda Roadwheels","Campagnolo Zonda Roadwheels (Silver).  The Zonda™ wheels have been restyled and weigh just 1,610* g, a full 100 g less than in the previous version. Campagnolo® is this year introducing the concept of a differential profile for the Zonda™ and Eurus™ model","http://www.bicyclebuys.com/item/0509413PART/nt",499.99,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0509413PART.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Shimano","0508651","Shimano WH-R500-A Road Wheels","The Shimano WH-R500-A is their best value, high quality wheel set. Features include 8,9 & 10-speed compatible, utilizing traditional stainless steel bladed spokes and 20 front and 24 rear lacing.","http://www.bicyclebuys.com/item/0508651/nt",169.99,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0508651.jpg","","Yes","New","","",.45,"","","",""
"Spinergy","0509321PART","Spinergy Stealth FCC Carbon Wheelset","Spinergy Stealth FCC Wheelset.  Full Carbon wheels with a style all their own.  Lightweight and fast, these wheels will get the job done.  Ideal for stage races, criteriums, triathalons, climbing, and training.","http://www.bicyclebuys.com/item/0509321PART/nt",1499.99,"Bicycles > Road Wheels > Road Wheels","","http://www.bicyclebuys.com/productimages/0509323.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
"Bontrager","0509237","Bontrager Race Wheel 26 ATB Mountain Set 26 Black","MADE IN USA. Bontrager Race Wheel 26 ATB Mountain Set. Angular contact bearings provide better axial and radial axle support. Alloy oversized axle and end nuts improve front end stiffness in suspension forks. Double walled rim, reinforced eyelets, and sea","http://www.bicyclebuys.com/item/0509237/nt",219.95,"Bicycles > Mountain Wheels > Mountain Wheels","","http://www.bicyclebuys.com/productimages/0509237.jpg","0.00","Yes","New","Free Shipping","",.45,"","","",""
