MPID	Title	Brand	UPC	MPN	MerchantCategory	ProductURL	imageURL	Availability	Price	Description
NWHO5PART	Northwave Hornet Road Cycling Shoe	Northwave			Shoes	http://www.bicyclebuys.com/item/NWHO5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/NWHO5PART.jpg	In Stock	99.99	Northwave Hornet Road Cycling Shoe
0900106	FSA K-Force Lite Carbon Seatpost 350mm x 27.2mm	FSA			Seatposts	http://www.bicyclebuys.com/item/0900106/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0900106.jpg	In Stock	149.99	FSA K-Force Lite Carbon Seatpost 350mm x 27.2mm
0486692	Xpedo M-Force 4 AL/TI Clipless Pedals (MF-4A)	Xpedo	883511000017	mf-4a	Clipless Pedals	http://www.bicyclebuys.com/item/0486692/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0486692.jpg	In Stock	119.99	Xpedo M-Force 4 AL/TI Clipless Pedals (MF-4A)
0119742	Topeak Beam Rack EX (TA2102)	Topeak	768661114572	TA2102	Bike Racks	http://www.bicyclebuys.com/item/0119742/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0119742.jpg	In Stock	39.99	Topeak Beam Rack EX (TA2102)
DITRMTB5PART	Diadora Team Racer MTB Cycling Shoe	Diadora			Shoes	http://www.bicyclebuys.com/item/DITRMTB5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/DITRMTB5PART.jpg	In Stock	129.95	Diadora Team Racer MTB Cycling Shoe
DIIH5PART	Diadora Ironheart Triathlon/Road Cycling Shoe	Diadora			Shoes	http://www.bicyclebuys.com/item/DIIH5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/DIIH5PART.jpg	In Stock	149.95	Diadora Ironheart Triathlon/Road Cycling Shoe
DIGERD5PART	Diadora Gecko Road Cycling Shoe Silver	Diadora			Shoes	http://www.bicyclebuys.com/item/DIGERD5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/DIGERD5PART.jpg	In Stock	49.99	Diadora Gecko Road Cycling Shoe Silver
1610082PART	3T THE Handlebar (31.8)	3TTT			Handlebars	http://www.bicyclebuys.com/item/1610082PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1610082PART.jpg	In Stock	39.99	3T THE Handlebar (31.8)
1610083PART	3T THE Stem	3TTT			Stems	http://www.bicyclebuys.com/item/1610083PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1610083PART.jpg	In Stock	39.99	3T THE Stem
DIGEMTBW5PART	Diadora Gecko MTB Woman's Cycling Shoe	Diadora			Shoes	http://www.bicyclebuys.com/item/DIGEMTBW5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/DIGEMTBW5PART.jpg	In Stock	49.99	Diadora Gecko MTB Woman's Cycling Shoe
DISC5PART	Diadora Santa Cruz MTB/Spining Cycling Shoe	Diadora			Shoes	http://www.bicyclebuys.com/item/DISC5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/DISC5PART.jpg	In Stock	49.99	Diadora Santa Cruz MTB/Spining Cycling Shoe
DISCW5PART	Diadora Santa Cruz Woman's MTB/Spin Cycling Shoe	Diadora			Shoes	http://www.bicyclebuys.com/item/DISCW5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/DISCW5PART.jpg	In Stock	49.99	Diadora Santa Cruz Woman's MTB/Spin Cycling Shoe
DICA5PART	Diadora Caymano Cycling Shoe	Diadora			Shoes	http://www.bicyclebuys.com/item/DICA5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/DICA5PART.jpg	In Stock	49.99	Diadora Caymano Cycling Shoe
DICAW5PART	Diadora Caymano Women's Spin/Cycling Shoe	Diadora			Shoes	http://www.bicyclebuys.com/item/DICAW5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/DICAW5PART.jpg	In Stock	49.99	Diadora Caymano Women's Spin/Cycling Shoe
0101126PART	CamelBak M.U.L.E. NV 100oz	CamelBak		MULE10	Hydration	http://www.bicyclebuys.com/item/0101126PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0101126PART.jpg	In Stock	74.99	CamelBak M.U.L.E. NV 100oz
0740433PART	Pearl Izumi EKG Jersey	Pearl Izumi			Jerseys	http://www.bicyclebuys.com/item/0740433PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0740433PART.jpg	In Stock	49.99	Pearl Izumi EKG Jersey
0101138PART	CamelBak Mini M.U.L.E. 50 oz.	CamelBak			Hydration	http://www.bicyclebuys.com/item/0101138PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0101138PART.jpg	In Stock	34.99	CamelBak Mini M.U.L.E. 50 oz.
BHCASRFOPART	BikeHard Carbolite Sram Force Special Edition 10/speed Bike	BikeHard			Bicycles	http://www.bicyclebuys.com/item/BHCASRFOPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/BHPROForceMedOrg.jpg	In Stock	2399.95	BikeHard Carbolite Sram Force Special Edition 10/speed Bike
160250PART	Cinelli Gel Handlebar Tape	Cinelli			Handlebar Tape/Grips	http://www.bicyclebuys.com/item/160250PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/160250PART.jpg	In Stock	22.99	Cinelli Gel Handlebar Tape
0119748	Topeak Beam Rack RX E-Type w/Side Frame (TA2401E)	Topeak	768661116484	TA2401E	Bike Racks	http://www.bicyclebuys.com/item/0119748/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0119748.jpg	In Stock	49.99	Topeak Beam Rack RX E-Type w/Side Frame (TA2401E)
0119749	Topeak Beam Rack RX V-Type w/Side Frame (TA2401V)	Topeak	768661116477	TA2401V	Bike Racks	http://www.bicyclebuys.com/item/0119749/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0119749.jpg	In Stock	59.99	Topeak Beam Rack RX V-Type w/Side Frame (TA2401V)
LGCA5PART	Louis Garneau Carbon Air Road Shoe	Louis Garneau			Shoes	http://www.bicyclebuys.com/item/LGCA5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/LGCA5PART.jpg	In Stock	139.95	Louis Garneau Carbon Air Road Shoe
0119758	Topeak Front Handlebar Basket (TB2001)	Topeak	768661113094	TB2001	Bike Racks	http://www.bicyclebuys.com/item/0119758/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0119758.jpg	In Stock	36.99	Topeak Front Handlebar Basket (TB2001)
1599909	Shimano Dura-Ace 10/speed Chain Pins	Shimano	689228127951	Y08X98011	Chains	http://www.bicyclebuys.com/item/1599909/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1599909.jpg	In Stock	11.99	Shimano Dura-Ace 10/speed Chain Pins
SIDO5MPART	Sidi Dominator 5 Mega MTB Cycling Shoe	SIDI			Shoes	http://www.bicyclebuys.com/item/SIDO5MPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/SIDO5MPART.jpg	In Stock	209.99	Sidi Dominator 5 Mega MTB Cycling Shoe
0750032PART	Fox Attack Jersey	Fox			Jerseys	http://www.bicyclebuys.com/item/0750032PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0750032PART.jpg	In Stock	39.99	Fox Attack Jersey
0101166	Fox Portage Hydration Pack	Fox		30064-001-OS	Hydration	http://www.bicyclebuys.com/item/0101166/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0101166.jpg	In Stock	79.99	Fox Portage Hydration Pack
CACA5PART	Cannondale Carve Cycling Shoe	Cannondale			Shoes	http://www.bicyclebuys.com/item/CACA5PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/CACA5PART.jpg	In Stock	69.99	Cannondale Carve Cycling Shoe
0130034	Allen Folding Parking Stand #204 LW 4 Bike	Allen Sports		204LW	Storage Systems	http://www.bicyclebuys.com/item/0130034/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0130034.jpg	In Stock	69.99	Allen Folding Parking Stand #204 LW 4 Bike
0100015PART	Profile Design Stryke Water Bottle Kage	Profile Design		ks	Hydration	http://www.bicyclebuys.com/item/0100015PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0100015PART.jpg	In Stock	4.99	Profile Design Stryke Water Bottle Kage
1799017	Zip's Scab Dab	Zips			Body Lotions	http://www.bicyclebuys.com/item/1799017/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1799017.jpg	In Stock	8.99	Zip's Scab Dab
1665484PART	Manitou Minute 3:00 IT 130mm Black Fork	AnswerManitou			Shocks/Forks	http://www.bicyclebuys.com/item/1665484PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1665484PART.jpg	In Stock	399.95	Manitou Minute 3:00 IT 130mm Black Fork
1799015	Zip's Sole Spray Pump Bottle 4oz.	Zips	663204222502		Body Lotions	http://www.bicyclebuys.com/item/1799015/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1799015.jpg	In Stock	11.99	Zip's Sole Spray Pump Bottle 4oz.
1589008PART	Campagnolo Record Carbon Crankset	Campagnolo			Cranksets	http://www.bicyclebuys.com/item/1589008PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1589008.jpg	In Stock	479.95	Campagnolo Record Carbon Crankset
1589009PART	Campagnolo Chorus Carbon Crankset	Campagnolo			Cranksets	http://www.bicyclebuys.com/item/1589009PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1589009PART.jpg	In Stock	439.99	Campagnolo Chorus Carbon Crankset
0119687S	Topeak Aero Small Wedge Bag w/Straps (TC2260B)	Topeak	768661114503	TC2260B	Bags	http://www.bicyclebuys.com/item/0119687S/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0119687S.jpg	In Stock	14.99	Topeak Aero Small Wedge Bag w/Straps (TC2260B)
0509333PART	Spinergy Xaero-Lite Wheelset	Spinergy			Road Wheels	http://www.bicyclebuys.com/item/0509333PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0509333PART.jpg	In Stock	599.99	Spinergy Xaero-Lite Wheelset
0603153PART	Vittoria Rubino Pro III Tire	Vittoria	641740159803	335.323.1	Road Tires	http://www.bicyclebuys.com/item/0603153PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0603153PART.jpg	In Stock	39.99	Vittoria Rubino Pro III Tire
1736425	Slime Tire Sealant 8 oz	Slime	716281000645		Tubes	http://www.bicyclebuys.com/item/1736425/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1736423.gif	In Stock	7.49	Slime Tire Sealant 8 oz
1589002GYPART	Campagnolo Centaur 10 Speed Double Crank C-Grey	Campagnolo			Cranksets	http://www.bicyclebuys.com/item/1589002GYPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1589002GYPART.jpg	In Stock	124.99	Campagnolo Centaur 10 Speed Double Crank C-Grey
1428804PART	Avid Disc Brake Pads BB7/Juicy	Avid Brake		11.5012.949	Brakes-Disc	http://www.bicyclebuys.com/item/1428804PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1428804.jpg	In Stock	21.99	Avid Disc Brake Pads BB7/Juicy
1001027GYPART	Campagnolo Centaur Rear Derailleur C-Grey	Campagnolo			Rear Derailleur	http://www.bicyclebuys.com/item/1001027GYPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1001027GYPART.jpg	In Stock	119.99	Campagnolo Centaur Rear Derailleur C-Grey
1405516	Kool-Stop Tectonic Brake Pads	Kool Stop			Brakes	http://www.bicyclebuys.com/item/1405516/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1405516.jpg	In Stock	17.99	Kool-Stop Tectonic Brake Pads
1405514	Kool-Stop V-Type Salmon Brake Pads	Kool Stop	760251001712		Brakes	http://www.bicyclebuys.com/item/1405514/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1405514.jpg	In Stock	14.99	Kool-Stop V-Type Salmon Brake Pads
0414464-11	Shimano SH11 6' Float Cleat	Shimano	689228072978	Y42U98010	Clipless Pedals	http://www.bicyclebuys.com/item/0414464-11/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0414464-11.jpg	In Stock	29.99	Shimano SH11 6' Float Cleat
SIGE5CPART	Sidi Genius 5 Carbon Shoe	SIDI			Shoes	http://www.bicyclebuys.com/item/SIGE5CPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/SIGE5CPART.jpg	In Stock	169.95	Sidi Genius 5 Carbon Shoe
1610057PART	ITM Unika Carbon Handlebar (25.8)	ITM			Handlebars	http://www.bicyclebuys.com/item/1610057PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1610057PART.jpg	In Stock	149.99	ITM Unika Carbon Handlebar (25.8)
1428857PART	Hayes El Camino Disc Brake	Hayes			Brakes-Disc	http://www.bicyclebuys.com/item/1428857PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1428857PART.jpg	In Stock	149.95	Hayes El Camino Disc Brake
0414460-56	Shimano SPD Cleat SM-SH56	Shimano	689228075238	SM-SH56	Clipless Pedals	http://www.bicyclebuys.com/item/0414460-56/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0414460-56.jpg	In Stock	19.99	Shimano SPD Cleat SM-SH56
GIMM25PART	Giro Mad Max II Helmet	Giro		MADMAX	Helmets	http://www.bicyclebuys.com/item/GIMM25PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/GIMM25PART.jpg	In Stock	59.99	Giro Mad Max II Helmet
1610058PART	ITM Millenium 4 Ever Alloy Handlebar	ITM			Handlebars	http://www.bicyclebuys.com/item/1610058PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1610058PART.jpg	In Stock	89.99	ITM Millenium 4 Ever Alloy Handlebar
0900972	ITM Uniko Carbon Seatpost 27.2 x 300mm	ITM			Seatposts	http://www.bicyclebuys.com/item/0900972/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0900972.jpg	In Stock	179.99	ITM Uniko Carbon Seatpost 27.2 x 300mm
1601198PART	ITM Uniko Carbon Super Over (31.7) Silver Stem	ITM			Stems	http://www.bicyclebuys.com/item/1601198PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1601198PART.jpg	In Stock	199.95	ITM Uniko Carbon Super Over (31.7) Silver Stem
1610059	ITM Crono VIP 3 Carbon Clip on Bars	ITM			Handlebars	http://www.bicyclebuys.com/item/1610059/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1610059.jpg	In Stock	149.99	ITM Crono VIP 3 Carbon Clip on Bars
1610064	ITM Boomerangs Clip On Bars	ITM			Handlebars	http://www.bicyclebuys.com/item/1610064/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1610064.jpg	In Stock	49.99	ITM Boomerangs Clip On Bars
0119725-NT	Innovations 16gram Refill Cartridge No-Thread	Innovations	708162021702	2170	Pumps	http://www.bicyclebuys.com/item/0119725-NT/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0119725.jpg	In Stock	7.99	Innovations 16gram Refill Cartridge No-Thread
0100097-CS	Polar Cadence Sensor Kit (CS Series Computers)	Polar Electro USA	725882266367	91026636	Heart Rate Monitors	http://www.bicyclebuys.com/item/0100097-CS/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0100097-CS.jpg	In Stock	32.99	Polar Cadence Sensor Kit (CS Series Computers)
1736428	White Lightning Trigger Cleaning System	White Lightning	610990200009		Lubrication	http://www.bicyclebuys.com/item/1736428/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1736428.jpg	In Stock	22.99	White Lightning Trigger Cleaning System
0104676	VDO C4DS Digital Wireless Cycle Computer	VDO	4037438041141	c4ds	Bicycle Computers	http://www.bicyclebuys.com/item/0104676/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0104676.jpg	In Stock	79.99	VDO C4DS Digital Wireless Cycle Computer
0129913	Delta Monet 1 Bike Folding Storage Rack	Delta Cycle Corporation	799403293514	RS5501	Storage Systems	http://www.bicyclebuys.com/item/0129913/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0129913.jpg	In Stock	39.99	Delta Monet 1 Bike Folding Storage Rack
0129914	Delta Seurat 2 Bike Stand	Delta Cycle Corporation	799403285458	rs8000	Storage Systems	http://www.bicyclebuys.com/item/0129914/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0129914.jpg	In Stock	32.99	Delta Seurat 2 Bike Stand
0601508PART	Continental Grand Prix 4000 700C Folding Tire	Continental		GP4000	Road Tires	http://www.bicyclebuys.com/item/0601508PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0601508PART.jpg	In Stock	49.95	Continental Grand Prix 4000 700C Folding Tire
0603157N	Vittoria Rubino Pro III Slick Folding Tire 700x23 Black	Vittoria	641740161301	336.323.6	Road Tires	http://www.bicyclebuys.com/item/0603157N/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0603157.jpg	In Stock	39.99	Vittoria Rubino Pro III Slick Folding Tire 700x23 Black
0100103-CS	Polar Speed Sensor Kit (CS Series)	Polar Electro USA	725882266299	91026629	Heart Rate Monitors	http://www.bicyclebuys.com/item/0100103-CS/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0100103-CS.jpg	In Stock	32.99	Polar Speed Sensor Kit (CS Series)
